transaction_id,amount,account_age_days,num_prev_transactions,device_trust_score,location_mismatch,high_risk_merchant,multiple_failed_attempts,is_night_transaction,is_fraud
TXN01261,1262.16,1062,450,1.0,0,1,0,0,0
TXN01262,527.13,1003,446,0.26,0,1,0,0,0
TXN01263,4228.66,123,366,0.72,0,0,1,0,0
TXN01264,4314.03,1854,132,0.9,1,0,0,0,0
TXN01265,2226.94,1180,71,0.62,0,0,0,1,0
TXN01266,1875.35,1930,77,0.68,0,0,0,0,0
TXN01267,3422.29,301,188,0.47,0,0,0,0,0
TXN01268,1240.4,833,355,0.71,0,0,0,0,0
TXN01269,1242.3,1091,70,0.46,0,0,0,0,0
TXN01270,5413.16,1929,262,0.53,0,0,0,0,0
TXN01271,1159.99,645,305,0.19,0,0,0,0,0
TXN01272,568.0,874,45,0.11,0,0,0,1,0
TXN01273,1872.08,394,223,0.15,0,0,1,0,1
TXN01274,2272.28,1676,327,0.27,0,0,0,0,0
TXN01275,4674.36,1618,249,0.51,0,0,0,1,0
TXN01276,2016.34,1594,75,0.12,0,1,0,0,1
TXN01277,8519.75,661,73,0.24,0,1,0,0,0
TXN01278,3558.51,1429,141,0.8,0,0,0,0,0
TXN01279,1651.63,1473,72,0.79,1,1,0,0,0
TXN01280,4534.54,1155,101,0.81,0,0,0,0,0
TXN01281,8419.88,69,93,0.93,0,0,0,0,0
TXN01282,5310.64,1369,68,0.21,1,0,0,0,1
TXN01283,763.72,762,64,0.25,1,1,0,0,0
TXN01284,2436.96,320,192,0.4,0,0,0,0,0
TXN01285,4021.98,177,440,0.92,0,0,0,0,0
TXN01286,5158.11,584,61,0.8,0,0,1,1,0
TXN01287,2882.34,1553,19,0.39,0,0,0,1,0
TXN01288,2572.03,1865,240,0.18,1,0,0,1,1
TXN01289,10449.03,1184,202,0.65,0,0,1,0,1
TXN01290,5365.32,582,409,0.33,0,0,0,0,0
TXN01291,4544.65,1649,299,0.58,1,0,0,0,0
TXN01292,2089.62,1768,194,0.95,0,0,0,1,0
TXN01293,1223.24,1557,453,0.62,1,0,0,0,0
TXN01294,4601.77,1159,61,0.93,1,0,0,1,0
TXN01295,5776.15,1799,106,0.45,0,0,0,1,0
TXN01296,3318.91,111,124,0.67,0,1,0,0,0
TXN01297,5375.32,999,300,0.9,0,1,0,0,0
TXN01298,5471.03,758,266,0.63,1,0,0,0,0
TXN01299,6041.48,283,455,0.65,1,0,0,0,0
TXN01300,749.51,1544,476,0.74,0,0,0,0,0
TXN01301,2493.86,1993,201,0.89,0,0,0,0,0
TXN01302,4800.36,1820,161,0.18,0,1,0,0,0
TXN01303,3463.51,1743,343,0.4,0,0,0,0,0
TXN01304,5482.86,194,301,0.46,0,0,0,1,1
TXN01305,4542.71,967,111,0.92,0,0,0,1,0
TXN01306,291.78,1071,336,0.96,0,0,0,1,0
TXN01307,7044.44,978,31,0.21,0,0,0,0,0
TXN01308,2243.54,342,458,0.21,1,1,0,0,0
TXN01309,1565.06,1266,97,0.94,0,0,0,0,0
TXN01310,6887.38,522,471,0.37,0,0,0,0,0
TXN01311,5193.71,1394,246,0.32,0,0,0,0,0
TXN01312,7543.9,801,260,0.13,1,0,0,0,0
TXN01313,4054.4,903,190,0.35,0,0,0,0,0
TXN01314,2467.88,131,28,0.72,0,0,0,0,0
TXN01315,3717.44,1294,47,0.48,0,0,0,0,0
TXN01316,1319.33,1964,495,0.57,0,0,0,1,0
TXN01317,918.56,814,249,0.93,0,0,0,1,0
TXN01318,1958.27,61,225,0.2,0,0,0,1,1
TXN01319,9068.62,164,271,0.16,0,0,0,0,0
TXN01320,2132.46,1549,152,0.87,0,0,0,1,0
TXN01321,582.76,272,484,0.8,0,0,0,0,0
TXN01322,2946.79,1744,327,0.34,0,0,0,0,0
TXN01323,2108.62,1782,284,0.39,0,0,0,1,0
TXN01324,7130.88,133,179,0.38,0,0,0,0,1
TXN01325,8646.49,1268,301,0.68,0,0,0,1,0
TXN01326,2375.68,1830,152,0.16,0,0,0,0,0
TXN01327,4051.55,998,233,0.54,0,0,0,0,0
TXN01328,4302.11,1458,22,0.22,0,0,0,0,0
TXN01329,3209.28,38,417,0.84,0,0,0,1,0
TXN01330,2773.13,1895,450,0.44,1,0,0,0,0
TXN01331,1471.15,1592,93,0.57,0,0,0,1,0
TXN01332,477.72,1343,369,0.13,0,0,0,0,0
TXN01333,1463.26,1534,244,0.15,0,0,0,0,0
TXN01334,3122.51,1400,289,0.71,0,0,0,1,0
TXN01335,816.55,1584,159,0.79,0,0,0,0,0
TXN01336,3897.65,617,372,0.74,0,0,0,0,0
TXN01337,3515.6,474,284,0.76,0,0,0,0,0
TXN01338,2111.68,59,8,0.19,0,0,0,0,1
TXN01339,2679.97,589,449,0.72,1,0,0,0,1
TXN01340,977.83,1964,184,0.26,0,0,0,0,1
TXN01341,5967.44,499,294,0.19,1,0,1,1,1
TXN01342,5897.91,1242,134,0.78,0,0,0,0,0
TXN01343,1160.67,1919,109,0.9,0,1,1,1,1
TXN01344,1193.84,567,68,0.75,0,0,0,0,0
TXN01345,1481.24,567,135,0.83,1,1,0,0,0
TXN01346,4969.61,1153,95,0.99,0,0,1,0,0
TXN01347,4292.33,904,118,0.22,0,0,0,0,1
TXN01348,6834.66,383,373,0.97,0,0,0,0,0
TXN01349,7356.96,1412,273,0.64,1,0,0,0,0
TXN01350,736.94,85,357,0.83,0,0,0,0,0
TXN01351,4845.24,1534,365,0.69,0,0,0,0,0
TXN01352,7160.74,1750,337,0.61,1,0,1,0,0
TXN01353,2543.02,627,176,0.73,1,0,1,1,1
TXN01354,3272.89,1461,360,0.39,0,1,0,1,1
TXN01355,2903.11,826,236,0.93,1,0,0,1,0
TXN01356,3005.27,293,271,0.2,0,0,0,0,0
TXN01357,5953.42,1073,276,0.39,0,1,0,1,1
TXN01358,10198.72,1091,137,0.13,0,0,0,1,1
TXN01359,8323.78,787,361,0.34,0,0,1,0,1
TXN01360,2196.01,129,131,0.3,0,0,0,1,1
TXN01361,4060.99,29,43,0.14,0,1,0,0,1
TXN01362,1691.56,1367,122,0.54,0,0,0,0,0
TXN01363,1849.37,1569,135,0.52,0,0,0,0,0
TXN01364,3162.87,1143,366,0.17,1,0,0,0,0
TXN01365,1805.75,692,372,0.34,0,0,0,0,0
TXN01366,2048.75,1961,125,0.96,0,0,0,1,0
TXN01367,3990.47,1687,438,0.2,0,0,0,0,0
TXN01368,4797.13,133,274,0.37,0,0,0,0,0
TXN01369,4706.6,1351,494,0.13,0,0,0,0,0
TXN01370,4739.97,1209,63,0.23,0,0,0,0,0
TXN01371,1050.13,1530,295,0.73,0,0,0,1,0
TXN01372,1725.43,646,231,0.43,1,0,0,0,0
TXN01373,3432.25,689,50,0.51,0,0,0,0,0
TXN01374,6942.15,534,136,0.24,0,0,0,1,0
TXN01375,13919.99,1265,157,0.71,0,0,0,0,0
TXN01376,4180.94,1613,55,0.78,0,1,0,1,0
TXN01377,5565.06,1740,80,0.26,0,0,0,0,0
TXN01378,934.02,516,231,0.14,0,0,0,0,0
TXN01379,5461.62,1864,427,0.17,0,0,0,1,1
TXN01380,11578.62,960,442,0.69,0,1,0,0,0
TXN01381,1719.82,165,398,0.22,0,0,0,0,0
TXN01382,2106.2,927,451,0.54,0,0,0,1,0
TXN01383,6081.82,933,325,0.24,1,0,0,0,1
TXN01384,3399.32,1664,127,0.25,0,0,0,0,0
TXN01385,427.62,557,125,0.1,0,0,0,1,0
TXN01386,2215.33,1242,316,0.39,0,0,0,0,0
TXN01387,8622.79,1771,79,0.18,0,0,0,0,0
TXN01388,2663.69,1672,473,0.45,0,0,0,0,0
TXN01389,2661.92,680,376,0.64,1,0,1,0,0
TXN01390,5818.85,993,356,0.43,0,0,0,1,0
TXN01391,4290.69,1773,406,0.73,0,0,0,0,0
TXN01392,2548.99,1629,332,0.77,0,0,0,0,0
TXN01393,1989.27,1029,174,0.73,0,1,0,1,1
TXN01394,18217.63,1692,144,0.94,0,0,0,1,0
TXN01395,7690.54,757,440,0.31,1,0,0,0,0
TXN01396,4738.72,1896,125,0.27,0,0,0,0,0
TXN01397,4955.44,1105,181,0.65,0,0,0,1,0
TXN01398,3019.79,1271,218,0.64,0,0,0,0,0
TXN01399,4253.61,855,435,0.56,0,1,0,0,0
TXN01400,2774.5,493,277,0.1,0,0,0,0,0
TXN01401,1582.86,649,484,0.6,0,0,0,0,0
TXN01402,4375.04,1410,82,0.94,1,0,0,1,1
TXN01403,2587.57,1599,422,0.4,0,0,0,1,0
TXN01404,4539.92,992,482,0.97,1,0,0,0,0
TXN01405,5158.55,1331,140,0.42,0,0,0,1,0
TXN01406,4711.89,628,333,0.23,0,1,0,0,0
TXN01407,1467.93,625,495,0.46,0,0,0,0,0
TXN01408,2367.66,543,94,0.55,0,0,0,1,0
TXN01409,2627.99,7,364,0.67,0,0,0,0,0
TXN01410,6541.01,1950,193,0.55,0,0,0,1,0
TXN01411,6311.6,954,109,0.58,0,0,0,0,0
TXN01412,1816.38,515,51,0.12,0,0,0,0,1
TXN01413,1025.41,1843,102,0.33,1,0,0,1,1
TXN01414,14345.03,755,100,0.38,1,0,0,0,1
TXN01415,4580.86,1592,141,0.99,0,0,0,0,0
TXN01416,891.55,73,200,0.37,0,0,0,0,0
TXN01417,2077.4,10,457,0.91,0,0,0,1,0
TXN01418,6727.15,1597,318,0.37,0,1,1,0,1
TXN01419,12156.05,562,198,0.19,0,0,0,1,1
TXN01420,10873.6,122,283,0.32,0,0,0,0,0
TXN01421,4443.91,687,493,0.35,0,1,0,0,1
TXN01422,3342.06,513,216,0.98,0,0,0,1,0
TXN01423,1340.99,990,45,0.71,0,0,0,0,0
TXN01424,3559.51,441,27,0.94,0,0,0,0,0
TXN01425,1514.81,1062,1,0.85,1,0,0,1,0
TXN01426,2386.75,702,382,0.62,1,0,0,0,0
TXN01427,6077.44,591,16,0.71,0,0,1,0,0
TXN01428,2763.5,1369,314,0.66,0,0,0,1,0
TXN01429,2617.9,1990,435,0.7,0,0,0,1,0
TXN01430,3205.38,1362,387,0.34,0,0,0,0,0
TXN01431,15712.09,1985,76,0.47,0,1,1,0,1
TXN01432,1207.67,1726,465,0.63,0,0,0,1,0
TXN01433,4111.71,1208,386,0.13,0,0,0,0,0
TXN01434,10247.98,67,370,0.53,0,0,0,0,1
TXN01435,3198.05,17,164,0.87,0,0,0,0,0
TXN01436,7595.76,1407,96,0.54,0,0,0,0,0
TXN01437,955.59,368,104,0.6,0,0,0,1,0
TXN01438,2836.23,904,23,0.28,0,0,0,0,0
TXN01439,1664.97,1340,199,0.81,0,0,0,0,0
TXN01440,3171.99,1521,34,0.42,0,0,0,1,0
TXN01441,3223.98,1832,1,0.96,0,1,0,1,1
TXN01442,3485.4,721,288,0.99,0,0,0,0,0
TXN01443,6038.9,1369,331,0.92,0,1,0,0,0
TXN01444,246.71,958,341,0.18,0,0,0,1,1
TXN01445,1999.42,1577,460,0.4,0,0,0,1,0
TXN01446,3909.17,908,137,0.95,1,0,0,0,0
TXN01447,456.57,989,336,0.82,0,0,1,0,0
TXN01448,5203.11,473,61,0.92,1,0,0,0,0
TXN01449,1967.19,115,298,0.62,0,0,0,0,0
TXN01450,2879.23,100,196,0.53,0,0,0,0,0
TXN01451,6227.45,1909,376,0.2,0,0,0,1,1
TXN01452,7827.47,438,58,0.86,0,0,0,0,0
TXN01453,5314.41,1369,264,0.77,0,0,0,0,0
TXN01454,1174.24,349,332,0.15,0,0,0,0,0
TXN01455,5130.77,139,187,0.29,1,0,0,0,0
TXN01456,5373.9,828,62,0.6,1,0,0,0,0
TXN01457,4658.92,324,307,0.72,0,0,0,0,0
TXN01458,8682.23,846,278,0.22,0,0,0,0,0
TXN01459,3554.49,1326,29,0.32,0,0,0,1,0
TXN01460,8462.39,294,170,0.27,0,0,0,1,0
TXN01461,8428.37,1981,451,0.3,1,0,0,0,0
TXN01462,5479.53,1553,20,0.93,0,0,1,1,1
TXN01463,4159.22,1858,298,0.74,0,0,0,0,0
TXN01464,4678.0,968,200,0.76,1,0,0,1,0
TXN01465,9931.05,1316,134,0.81,0,0,0,1,0
TXN01466,6936.11,74,271,0.42,1,0,0,0,0
TXN01467,1314.95,1799,22,0.79,0,0,0,1,0
TXN01468,4469.96,484,441,0.98,1,0,0,0,0
TXN01469,1588.8,16,86,0.73,0,1,0,0,1
TXN01470,1917.22,1550,30,0.48,0,0,0,0,0
TXN01471,2465.28,1360,120,0.74,0,0,0,1,0
TXN01472,861.92,793,68,0.91,0,0,0,0,0
TXN01473,1495.95,1897,133,0.22,1,0,1,0,1
TXN01474,8996.14,516,370,0.34,0,0,0,0,0
TXN01475,1906.98,925,448,0.93,1,0,1,0,0
TXN01476,6062.32,1151,314,0.95,0,0,0,1,0
TXN01477,3797.0,824,495,0.54,0,0,0,0,0
TXN01478,4975.6,518,411,0.44,0,0,0,0,0
TXN01479,5125.38,129,145,0.35,0,0,0,0,0
TXN01480,1435.35,511,471,0.55,0,0,0,0,0
TXN01481,6037.92,423,332,0.94,0,0,0,0,0
TXN01482,1056.28,385,480,0.23,0,0,0,1,0
TXN01483,1838.53,1907,393,0.48,0,1,0,0,0
TXN01484,5073.27,232,262,0.92,0,0,0,0,1
TXN01485,1348.52,959,292,0.41,0,0,0,0,0
TXN01486,400.02,825,479,0.79,1,1,0,0,0
TXN01487,4320.08,1219,428,0.45,0,0,0,1,0
TXN01488,705.59,65,85,0.82,0,0,0,0,0
TXN01489,5412.34,833,15,0.98,0,0,0,0,0
TXN01490,2612.7,615,215,0.45,0,0,0,0,0
TXN01491,4275.45,1301,115,0.86,0,1,1,0,1
TXN01492,4218.09,1694,117,0.99,0,0,0,0,0
TXN01493,5694.04,1248,269,0.99,0,0,1,0,0
TXN01494,5177.98,801,394,0.49,0,0,1,0,0
TXN01495,1337.07,1968,466,0.54,0,0,0,0,0
TXN01496,2742.0,278,342,0.37,0,0,0,1,1
TXN01497,4271.8,1718,161,0.38,0,0,0,1,0
TXN01498,8563.25,366,187,0.54,0,0,0,0,0
TXN01499,5211.3,516,103,0.28,0,1,0,1,0
TXN01500,8076.66,1239,140,0.74,1,0,1,1,1
TXN01501,4435.14,439,166,0.58,0,0,0,0,0
TXN01502,7018.23,428,299,0.91,0,0,0,1,0
TXN01503,4019.37,729,27,0.83,0,0,0,0,0
TXN01504,6825.37,396,423,0.39,1,0,0,1,0
TXN01505,2505.82,1233,271,0.56,0,0,0,0,0
TXN01506,9218.82,1525,49,0.78,0,0,0,0,0
TXN01507,4797.72,1487,370,0.27,0,0,0,1,0
TXN01508,868.5,586,155,0.13,0,0,0,0,0
TXN01509,4375.56,1251,323,0.87,0,0,0,0,0
TXN01510,5223.27,375,347,0.22,0,0,1,1,0
TXN01511,6181.22,1524,120,0.9,0,1,0,0,0
TXN01512,11352.94,948,443,0.92,0,0,0,1,1
TXN01513,2190.6,93,139,0.51,0,0,0,0,0
TXN01514,11402.28,1484,15,0.83,0,1,1,0,1
TXN01515,3342.88,1601,308,0.43,0,0,0,0,0
TXN01516,1760.28,321,437,0.87,0,0,0,0,0
TXN01517,2230.74,1034,48,0.84,0,0,0,0,0
TXN01518,5008.14,914,163,0.17,0,0,1,0,0
TXN01519,1538.63,1327,61,0.62,0,0,0,0,0
TXN01520,2540.73,1346,339,0.68,0,0,0,0,0
TXN01521,4297.68,1841,153,0.1,0,0,0,0,0
TXN01522,9171.83,1480,311,0.98,0,0,0,0,0
TXN01523,6060.21,1302,375,0.47,0,0,0,0,0
TXN01524,3446.95,1622,345,0.57,0,0,0,0,0
TXN01525,4992.1,1562,149,0.28,0,0,0,0,0
TXN01526,3996.05,1754,375,0.65,1,0,0,0,0
TXN01527,1157.15,1417,72,0.83,0,0,0,0,0
TXN01528,10230.82,917,68,0.63,0,0,0,0,1
TXN01529,9267.78,95,464,0.81,0,0,0,0,0
TXN01530,3146.02,1780,176,0.76,0,0,0,0,0
TXN01531,2297.86,959,353,0.31,0,0,0,0,0
TXN01532,1183.37,1131,1,0.49,1,0,0,0,0
TXN01533,5213.53,1414,308,0.23,0,0,0,0,0
TXN01534,5237.29,1784,118,0.14,0,1,0,0,0
TXN01535,1658.03,1550,6,0.16,0,0,0,1,0
TXN01536,4030.66,1697,254,0.95,0,0,0,0,0
TXN01537,5931.77,71,483,0.99,1,0,0,1,0
TXN01538,2169.81,664,460,0.19,0,0,0,0,0
TXN01539,2851.36,969,403,0.4,0,0,0,1,0
TXN01540,2829.56,587,477,0.2,0,0,0,0,0
TXN01541,1753.39,1400,413,0.85,0,0,0,0,0
TXN01542,2897.42,727,74,0.55,0,0,0,0,0
TXN01543,720.53,368,350,0.66,0,0,0,0,0
TXN01544,2714.67,51,194,0.59,0,1,0,0,0
TXN01545,2747.86,1922,186,0.74,0,1,0,0,0
TXN01546,3176.39,1167,449,0.39,0,0,0,0,0
TXN01547,4730.81,1443,495,0.22,0,0,0,0,0
TXN01548,1091.87,1572,2,0.12,0,1,0,0,0
TXN01549,1301.77,1524,183,0.5,0,0,0,1,1
TXN01550,1714.28,1910,334,0.92,0,0,0,0,0
TXN01551,981.79,988,272,0.37,0,0,0,0,0
TXN01552,5117.82,1191,367,0.28,0,0,0,0,0
TXN01553,2091.28,1772,51,0.93,0,0,0,0,0
TXN01554,3252.81,260,262,0.19,1,0,0,0,0
TXN01555,1587.55,1216,367,0.15,0,0,0,1,0
TXN01556,2488.33,1226,132,0.89,0,1,0,0,0
TXN01557,4172.8,1798,481,0.73,0,0,0,0,0
TXN01558,4320.54,1209,224,0.48,1,0,0,1,1
TXN01559,1354.88,158,309,0.78,0,0,0,1,0
TXN01560,3129.53,1782,60,0.77,0,0,0,1,0
TXN01561,1611.88,1646,364,0.14,0,0,0,1,0
TXN01562,3040.84,99,15,0.71,1,0,0,0,0
TXN01563,1946.89,241,228,0.68,0,0,1,1,0
TXN01564,10656.93,1515,194,0.97,0,0,0,1,0
TXN01565,5908.32,202,250,0.97,0,0,0,0,0
TXN01566,4457.0,634,442,0.44,1,0,0,0,0
TXN01567,2663.87,1533,302,0.63,0,0,1,0,0
TXN01568,6026.35,1653,47,0.23,0,0,0,0,0
TXN01569,3199.85,1120,234,0.16,0,0,0,0,0
TXN01570,9953.24,746,120,0.49,0,0,0,1,0
TXN01571,6442.89,490,498,0.72,0,0,0,0,0
TXN01572,2473.74,579,319,0.61,0,1,0,1,0
TXN01573,9216.15,1912,49,0.49,1,0,0,0,0
TXN01574,2674.75,1242,468,0.84,0,0,0,0,0
TXN01575,11063.08,527,40,0.81,1,0,0,1,0
TXN01576,9540.68,273,455,0.76,0,0,0,0,0
TXN01577,4156.38,1243,21,0.17,0,0,0,1,0
TXN01578,750.68,786,370,0.82,0,0,0,0,0
TXN01579,3924.96,1907,181,0.93,0,1,0,0,0
TXN01580,1227.02,1683,4,0.15,0,0,0,1,1
TXN01581,1997.26,1356,144,0.46,0,1,0,0,0
TXN01582,2126.1,1880,356,0.99,1,0,0,0,0
TXN01583,1217.02,453,77,0.64,0,0,0,0,0
TXN01584,3935.81,1176,230,0.56,0,0,0,1,0
TXN01585,1802.05,347,296,0.26,0,0,0,1,0
TXN01586,2772.85,816,347,0.61,0,1,0,0,0
TXN01587,2141.27,414,478,0.5,0,0,1,0,0
TXN01588,4745.29,1551,208,0.21,0,0,1,0,1
TXN01589,4503.57,431,162,0.52,0,0,0,1,0
TXN01590,2600.07,379,167,0.25,0,0,0,0,0
TXN01591,4913.69,998,277,0.76,1,0,0,0,0
TXN01592,7619.98,895,236,0.98,0,0,0,0,0
TXN01593,326.85,428,175,0.52,1,0,0,1,0
TXN01594,2040.24,1890,52,0.67,0,0,0,0,0
TXN01595,1452.85,1947,348,0.49,0,0,0,0,0
TXN01596,1889.33,1108,9,0.22,0,0,0,0,0
TXN01597,250.67,192,145,0.97,0,0,0,0,0
TXN01598,308.71,41,226,0.22,0,1,0,0,1
TXN01599,2202.36,1888,235,0.2,0,0,0,0,1
TXN01600,2150.83,1860,463,0.51,0,0,0,0,0
TXN01601,8356.54,1797,241,0.69,0,0,1,0,1
TXN01602,3711.52,1333,304,0.42,0,0,0,1,0
TXN01603,4825.44,1402,70,0.27,0,0,0,0,0
TXN01604,27220.47,136,157,0.84,0,0,1,0,1
TXN01605,10063.89,1814,18,0.43,0,0,0,1,0
TXN01606,3217.2,106,54,0.27,0,0,0,1,0
TXN01607,2353.56,519,443,0.43,0,0,0,0,0
TXN01608,2067.89,1942,214,0.29,0,0,0,0,0
TXN01609,4258.56,814,455,0.57,0,0,0,0,0
TXN01610,2370.07,1566,208,0.7,0,0,0,0,0
TXN01611,1184.07,126,20,0.82,0,0,0,1,0
TXN01612,2133.36,1381,281,0.3,0,1,1,0,1
TXN01613,4347.16,400,248,0.25,0,0,0,1,0
TXN01614,5435.07,79,27,0.12,0,0,1,1,1
TXN01615,10747.13,389,422,0.31,0,0,0,0,0
TXN01616,3593.01,1603,416,0.12,0,0,1,0,0
TXN01617,7923.64,1559,295,0.41,0,0,0,0,0
TXN01618,2855.47,1725,210,0.23,1,0,0,1,1
TXN01619,3170.33,74,284,0.62,0,0,0,0,0
TXN01620,3042.15,1029,19,0.45,1,0,0,0,1
TXN01621,3919.02,1943,19,0.18,0,0,0,0,0
TXN01622,6118.77,1487,329,0.46,0,1,0,0,0
TXN01623,2290.06,82,395,0.29,0,0,0,0,1
TXN01624,1524.14,1561,119,0.71,0,0,0,0,0
TXN01625,6458.33,776,96,0.43,0,0,0,0,0
TXN01626,6145.49,991,119,0.23,0,0,0,1,0
TXN01627,8764.85,1429,24,0.41,0,0,0,0,0
TXN01628,2004.42,1538,152,0.3,0,0,0,0,0
TXN01629,2775.08,278,244,0.82,0,0,0,0,0
TXN01630,6625.36,840,259,0.99,0,0,0,1,0
TXN01631,2268.1,1879,3,0.12,0,0,0,0,0
TXN01632,5275.6,224,392,0.72,0,0,0,0,0
TXN01633,2865.25,1608,142,0.34,1,0,0,0,1
TXN01634,4242.01,1092,281,0.16,1,0,0,0,0
TXN01635,1161.4,1344,334,0.11,1,0,0,0,0
TXN01636,3558.22,606,345,0.89,0,0,0,0,0
TXN01637,7517.45,19,219,0.42,0,0,0,1,1
TXN01638,5770.46,640,326,1.0,0,0,0,0,0
TXN01639,1434.51,1367,159,0.5,1,0,0,0,0
TXN01640,10186.64,1618,75,0.27,1,0,0,0,1
TXN01641,7209.28,1790,98,0.8,0,0,0,1,0
TXN01642,1215.13,1973,179,0.93,0,0,0,0,0
TXN01643,2145.57,1757,126,0.83,1,0,0,1,0
TXN01644,1281.85,1367,31,0.77,0,1,0,0,0
TXN01645,4328.85,97,264,0.4,0,0,0,0,0
TXN01646,2066.91,1076,333,0.16,1,0,0,0,0
TXN01647,432.51,175,12,0.28,0,0,0,0,0
TXN01648,3159.24,1362,439,0.5,1,0,0,0,0
TXN01649,6283.62,1718,379,0.96,0,1,0,1,0
TXN01650,3613.91,1964,427,0.75,0,0,0,1,0
TXN01651,4942.71,1377,480,0.85,0,0,0,0,0
TXN01652,3876.32,1415,351,0.35,0,0,0,0,0
TXN01653,5604.87,1139,338,0.72,0,1,0,0,0
TXN01654,4135.77,348,413,0.88,1,0,0,0,0
TXN01655,3026.43,1,399,0.53,1,0,0,0,0
TXN01656,3580.28,63,395,0.49,0,0,1,0,0
TXN01657,8981.68,1784,201,0.75,0,0,0,1,0
TXN01658,5142.22,1767,449,0.6,0,0,0,1,0
TXN01659,1430.1,226,17,0.99,0,0,0,0,0
TXN01660,3537.42,423,396,0.48,0,0,0,0,0
TXN01661,4272.76,1043,92,0.26,0,0,0,0,0
TXN01662,2948.31,31,279,0.52,0,1,0,0,0
TXN01663,435.46,845,357,0.31,1,0,0,1,1
TXN01664,1568.79,633,395,0.61,0,0,0,1,0
TXN01665,2375.4,24,315,0.21,0,0,0,0,1
TXN01666,10968.85,837,59,0.95,0,1,0,0,0
TXN01667,4752.35,983,476,0.87,0,0,1,0,0
TXN01668,721.76,1235,213,0.24,1,0,0,0,0
TXN01669,3097.36,1985,99,0.26,0,0,0,0,0
TXN01670,8062.06,161,0,0.56,1,0,0,0,0
TXN01671,2042.14,1279,42,0.8,0,0,0,0,0
TXN01672,6797.48,1595,310,0.3,0,0,0,0,0
TXN01673,748.1,114,167,0.15,0,0,0,0,0
TXN01674,64.7,504,191,0.59,1,0,0,0,0
TXN01675,7492.03,1953,33,0.72,0,0,0,0,0
TXN01676,2274.77,1696,33,0.32,0,0,0,0,0
TXN01677,2427.44,955,175,0.77,0,0,0,0,0
TXN01678,3849.58,1244,416,0.96,0,0,0,0,0
TXN01679,4632.94,357,195,0.22,0,0,0,1,0
TXN01680,152.32,169,485,0.56,1,0,0,0,1
TXN01681,1906.24,1548,157,0.15,1,0,0,0,1
TXN01682,3487.96,969,244,0.29,0,0,0,0,0
TXN01683,4625.4,242,499,0.18,0,0,1,0,0
TXN01684,1414.27,1399,365,0.46,0,0,0,0,0
TXN01685,2827.82,139,339,0.84,0,0,0,1,0
TXN01686,2036.68,97,345,0.62,0,0,0,0,0
TXN01687,3946.42,147,334,0.3,0,0,0,1,0
TXN01688,7311.03,1206,70,0.14,0,1,0,1,1
TXN01689,2538.32,1081,326,0.6,0,0,0,1,0
TXN01690,897.93,1066,113,0.22,0,0,0,0,0
TXN01691,1816.61,866,284,0.41,0,0,0,0,0
TXN01692,10119.23,1735,406,0.56,0,1,0,0,1
TXN01693,1574.44,543,417,0.91,0,0,0,0,0
TXN01694,1093.16,692,467,0.17,0,0,0,0,0
TXN01695,2412.51,1026,142,0.7,0,0,0,1,0
TXN01696,3097.98,1958,96,0.11,0,0,0,1,0
TXN01697,2144.89,1312,308,0.67,0,0,0,0,0
TXN01698,752.76,1162,400,0.6,0,0,0,0,0
TXN01699,4234.54,1641,319,0.83,0,0,0,0,0
TXN01700,3949.45,1536,211,0.58,0,0,0,0,0
TXN01701,5460.92,904,316,0.42,0,0,0,0,0
TXN01702,3883.51,730,184,0.32,0,0,0,1,1
TXN01703,9571.41,1246,204,0.18,0,0,0,1,1
TXN01704,5762.08,331,363,0.58,1,0,0,1,0
TXN01705,4974.88,617,215,0.9,1,0,0,0,0
TXN01706,7493.22,404,245,0.56,1,0,0,0,0
TXN01707,3709.03,508,238,0.77,0,0,0,1,0
TXN01708,2876.14,1940,292,0.37,0,0,0,1,0
TXN01709,4199.52,1151,390,0.5,0,0,0,1,0
TXN01710,407.31,1289,7,0.39,0,0,0,0,0
TXN01711,3717.99,1736,470,0.2,0,1,0,1,0
TXN01712,3095.34,1788,77,0.48,0,0,0,0,0
TXN01713,4538.38,1039,323,0.79,0,0,0,1,0
TXN01714,6811.38,226,276,0.46,0,0,0,1,0
TXN01715,5078.46,984,444,0.69,0,0,0,0,0
TXN01716,1821.01,865,493,0.78,0,0,0,1,0
TXN01717,6066.28,1129,201,0.39,0,0,0,0,0
TXN01718,9663.64,745,213,0.82,1,0,0,1,0
TXN01719,6932.19,493,93,0.41,0,1,0,0,0
TXN01720,985.19,319,477,0.33,0,0,0,0,0
TXN01721,5040.42,1243,463,0.3,0,0,0,0,0
TXN01722,1143.47,1301,74,0.28,0,0,0,0,0
TXN01723,2654.41,773,469,0.76,0,0,0,1,0
TXN01724,4441.92,1917,156,0.9,0,0,0,0,0
TXN01725,4025.71,1955,152,0.31,0,0,0,1,0
TXN01726,6840.45,1365,441,0.18,1,0,0,1,1
TXN01727,9694.78,452,141,0.38,0,0,0,0,1
TXN01728,4769.28,1393,77,0.69,0,0,0,0,0
TXN01729,2491.73,944,321,0.43,0,0,0,0,0
TXN01730,434.43,848,181,0.59,0,0,1,0,0
TXN01731,8027.25,1017,460,0.77,0,0,0,0,0
TXN01732,3108.2,1498,194,0.47,0,0,0,1,0
TXN01733,3237.26,1214,157,1.0,0,0,0,1,0
